,Precision,Recall,Zeroed,NmrNeighbors,NmrRecommendations,,Value,,,,,,,,,NmrRecommendations,Precision,Recall,,NmrNeighbors,Precision,Recall,,NmrRecommendations,NmrNeighbors,Zeroed,,,NmrNeighbors,NmrRecommendations
1836,0.1,0.21,92,74,73,,,,,,,,,,,73,0.1,0.21,,74,0.1,0.21,,73,74,92,,1836,74,73
1837,0.09,0.22,91,74,75,,,,,,,,,,,75,0.09,0.22,,74,0.09,0.22,,75,74,91,,1837,74,75
1838,0.09,0.22,91,74,77,,,,,,,,,,,77,0.09,0.22,,74,0.09,0.22,,77,74,91,,1838,74,77
1839,0.09,0.22,90,74,79,,,,,,,,,,,79,0.09,0.22,,74,0.09,0.22,,79,74,90,,1839,74,79
1840,0.09,0.22,89,74,81,,,,,,,,,,,81,0.09,0.22,,74,0.09,0.22,,81,74,89,,1840,74,81
1841,0.09,0.23,89,74,83,,,,,,,,,,,83,0.09,0.23,,74,0.09,0.23,,83,74,89,,1841,74,83
1842,0.09,0.23,86,74,85,,,,,,,,,,,85,0.09,0.23,,74,0.09,0.23,,85,74,86,,1842,74,85
1843,0.09,0.23,86,74,87,,,,,,,,,,,87,0.09,0.23,,74,0.09,0.23,,87,74,86,,1843,74,87
1844,0.09,0.23,85,74,89,,,,,,,,,,,89,0.09,0.23,,74,0.09,0.23,,89,74,85,,1844,74,89
1845,0.09,0.24,83,74,91,,,,,,,,,,,91,0.09,0.24,,74,0.09,0.24,,91,74,83,,1845,74,91
1846,0.09,0.24,82,74,93,,,,,,,,,,,93,0.09,0.24,,74,0.09,0.24,,93,74,82,,1846,74,93
1847,0.08,0.24,79,74,95,,,,,,,,,,,95,0.08,0.24,,74,0.08,0.24,,95,74,79,,1847,74,95
1848,0.08,0.24,77,74,97,,,,,,,,,,,97,0.08,0.24,,74,0.08,0.24,,97,74,77,,1848,74,97
1849,0.08,0.25,75,74,99,,,,,,,,,,,99,0.08,0.25,,74,0.08,0.25,,99,74,75,,1849,74,99
1850,0.31,0.01,653,76,1,,,,,,,,,,,1,0.31,0.01,,76,0.31,0.01,,1,76,653,,1850,76,1
1851,0.27,0.03,439,76,3,,,,,,,,,,,3,0.27,0.03,,76,0.27,0.03,,3,76,439,,1851,76,3
1852,0.24,0.04,342,76,5,,,,,,,,,,,5,0.24,0.04,,76,0.24,0.04,,5,76,342,,1852,76,5
1853,0.23,0.06,291,76,7,,,,,,,,,,,7,0.23,0.06,,76,0.23,0.06,,7,76,291,,1853,76,7
1854,0.21,0.07,256,76,9,,,,,,,,,,,9,0.21,0.07,,76,0.21,0.07,,9,76,256,,1854,76,9
1855,0.2,0.07,235,76,11,,,,,,,,,,,11,0.2,0.07,,76,0.2,0.07,,11,76,235,,1855,76,11
1856,0.19,0.08,221,76,13,,,,,,,,,,,13,0.19,0.08,,76,0.19,0.08,,13,76,221,,1856,76,13
1857,0.18,0.09,205,76,15,,,,,,,,,,,15,0.18,0.09,,76,0.18,0.09,,15,76,205,,1857,76,15
1858,0.17,0.09,192,76,17,,,,,,,,,,,17,0.17,0.09,,76,0.17,0.09,,17,76,192,,1858,76,17
1859,0.17,0.1,181,76,19,,,,,,,,,,,19,0.17,0.1,,76,0.17,0.1,,19,76,181,,1859,76,19
1860,0.16,0.11,173,76,21,,,,,,,,,,,21,0.16,0.11,,76,0.16,0.11,,21,76,173,,1860,76,21
1861,0.16,0.11,167,76,23,,,,,,,,,,,23,0.16,0.11,,76,0.16,0.11,,23,76,167,,1861,76,23
1862,0.15,0.12,160,76,25,,,,,,,,,,,25,0.15,0.12,,76,0.15,0.12,,25,76,160,,1862,76,25
1863,0.15,0.13,149,76,27,,,,,,,,,,,27,0.15,0.13,,76,0.15,0.13,,27,76,149,,1863,76,27
1864,0.15,0.13,144,76,29,,,,,,,,,,,29,0.15,0.13,,76,0.15,0.13,,29,76,144,,1864,76,29
1865,0.14,0.13,137,76,31,,,,,,,,,,,31,0.14,0.13,,76,0.14,0.13,,31,76,137,,1865,76,31
1866,0.14,0.14,132,76,33,,,,,,,,,,,33,0.14,0.14,,76,0.14,0.14,,33,76,132,,1866,76,33
1867,0.14,0.14,127,76,35,,,,,,,,,,,35,0.14,0.14,,76,0.14,0.14,,35,76,127,,1867,76,35
1868,0.13,0.15,126,76,37,,,,,,,,,,,37,0.13,0.15,,76,0.13,0.15,,37,76,126,,1868,76,37
1869,0.13,0.15,124,76,39,,,,,,,,,,,39,0.13,0.15,,76,0.13,0.15,,39,76,124,,1869,76,39
1870,0.13,0.16,120,76,41,,,,,,,,,,,41,0.13,0.16,,76,0.13,0.16,,41,76,120,,1870,76,41
1871,0.12,0.16,116,76,43,,,,,,,,,,,43,0.12,0.16,,76,0.12,0.16,,43,76,116,,1871,76,43
1872,0.12,0.17,111,76,45,,,,,,,,,,,45,0.12,0.17,,76,0.12,0.17,,45,76,111,,1872,76,45
1873,0.12,0.17,109,76,47,,,,,,,,,,,47,0.12,0.17,,76,0.12,0.17,,47,76,109,,1873,76,47
1874,0.12,0.17,104,76,49,,,,,,,,,,,49,0.12,0.17,,76,0.12,0.17,,49,76,104,,1874,76,49
1875,0.11,0.18,104,76,51,,,,,,,,,,,51,0.11,0.18,,76,0.11,0.18,,51,76,104,,1875,76,51
1876,0.11,0.18,101,76,53,,,,,,,,,,,53,0.11,0.18,,76,0.11,0.18,,53,76,101,,1876,76,53
1877,0.11,0.19,99,76,55,,,,,,,,,,,55,0.11,0.19,,76,0.11,0.19,,55,76,99,,1877,76,55
1878,0.11,0.19,94,76,57,,,,,,,,,,,57,0.11,0.19,,76,0.11,0.19,,57,76,94,,1878,76,57
1879,0.11,0.19,92,76,59,,,,,,,,,,,59,0.11,0.19,,76,0.11,0.19,,59,76,92,,1879,76,59
1880,0.11,0.2,91,76,61,,,,,,,,,,,61,0.11,0.2,,76,0.11,0.2,,61,76,91,,1880,76,61
1881,0.1,0.2,90,76,63,,,,,,,,,,,63,0.1,0.2,,76,0.1,0.2,,63,76,90,,1881,76,63
1882,0.1,0.2,89,76,65,,,,,,,,,,,65,0.1,0.2,,76,0.1,0.2,,65,76,89,,1882,76,65
1883,0.1,0.2,88,76,67,,,,,,,,,,,67,0.1,0.2,,76,0.1,0.2,,67,76,88,,1883,76,67
1884,0.1,0.21,87,76,69,,,,,,,,,,,69,0.1,0.21,,76,0.1,0.21,,69,76,87,,1884,76,69
1885,0.1,0.21,87,76,71,,,,,,,,,,,71,0.1,0.21,,76,0.1,0.21,,71,76,87,,1885,76,71
1886,0.1,0.21,86,76,73,,,,,,,,,,,73,0.1,0.21,,76,0.1,0.21,,73,76,86,,1886,76,73
1887,0.09,0.22,86,76,75,,,,,,,,,,,75,0.09,0.22,,76,0.09,0.22,,75,76,86,,1887,76,75
1888,0.09,0.22,85,76,77,,,,,,,,,,,77,0.09,0.22,,76,0.09,0.22,,77,76,85,,1888,76,77
1889,0.09,0.22,84,76,79,,,,,,,,,,,79,0.09,0.22,,76,0.09,0.22,,79,76,84,,1889,76,79
1890,0.09,0.22,83,76,81,,,,,,,,,,,81,0.09,0.22,,76,0.09,0.22,,81,76,83,,1890,76,81
1891,0.09,0.23,82,76,83,,,,,,,,,,,83,0.09,0.23,,76,0.09,0.23,,83,76,82,,1891,76,83
1892,0.09,0.23,81,76,85,,,,,,,,,,,85,0.09,0.23,,76,0.09,0.23,,85,76,81,,1892,76,85
1893,0.09,0.23,81,76,87,,,,,,,,,,,87,0.09,0.23,,76,0.09,0.23,,87,76,81,,1893,76,87
1894,0.09,0.23,79,76,89,,,,,,,,,,,89,0.09,0.23,,76,0.09,0.23,,89,76,79,,1894,76,89
1895,0.09,0.24,79,76,91,,,,,,,,,,,91,0.09,0.24,,76,0.09,0.24,,91,76,79,,1895,76,91
1896,0.09,0.24,77,76,93,,,,,,,,,,,93,0.09,0.24,,76,0.09,0.24,,93,76,77,,1896,76,93
1897,0.08,0.24,75,76,95,,,,,,,,,,,95,0.08,0.24,,76,0.08,0.24,,95,76,75,,1897,76,95
1898,0.08,0.24,71,76,97,,,,,,,,,,,97,0.08,0.24,,76,0.08,0.24,,97,76,71,,1898,76,97
1899,0.08,0.25,70,76,99,,,,,,,,,,,99,0.08,0.25,,76,0.08,0.25,,99,76,70,,1899,76,99
1900,0.31,0.01,653,78,1,,,,,,,,,,,1,0.31,0.01,,78,0.31,0.01,,1,78,653,,1900,78,1
1901,0.26,0.03,443,78,3,,,,,,,,,,,3,0.26,0.03,,78,0.26,0.03,,3,78,443,,1901,78,3
1902,0.24,0.04,360,78,5,,,,,,,,,,,5,0.24,0.04,,78,0.24,0.04,,5,78,360,,1902,78,5
1903,0.22,0.06,305,78,7,,,,,,,,,,,7,0.22,0.06,,78,0.22,0.06,,7,78,305,,1903,78,7
1904,0.21,0.06,275,78,9,,,,,,,,,,,9,0.21,0.06,,78,0.21,0.06,,9,78,275,,1904,78,9
1905,0.2,0.07,260,78,11,,,,,,,,,,,11,0.2,0.07,,78,0.2,0.07,,11,78,260,,1905,78,11
1906,0.19,0.08,243,78,13,,,,,,,,,,,13,0.19,0.08,,78,0.19,0.08,,13,78,243,,1906,78,13
1907,0.18,0.09,223,78,15,,,,,,,,,,,15,0.18,0.09,,78,0.18,0.09,,15,78,223,,1907,78,15
1908,0.17,0.09,207,78,17,,,,,,,,,,,17,0.17,0.09,,78,0.17,0.09,,17,78,207,,1908,78,17
1909,0.17,0.1,193,78,19,,,,,,,,,,,19,0.17,0.1,,78,0.17,0.1,,19,78,193,,1909,78,19
1910,0.16,0.11,183,78,21,,,,,,,,,,,21,0.16,0.11,,78,0.16,0.11,,21,78,183,,1910,78,21
1911,0.16,0.11,174,78,23,,,,,,,,,,,23,0.16,0.11,,78,0.16,0.11,,23,78,174,,1911,78,23
1912,0.15,0.12,166,78,25,,,,,,,,,,,25,0.15,0.12,,78,0.15,0.12,,25,78,166,,1912,78,25
1913,0.15,0.13,162,78,27,,,,,,,,,,,27,0.15,0.13,,78,0.15,0.13,,27,78,162,,1913,78,27
1914,0.15,0.13,152,78,29,,,,,,,,,,,29,0.15,0.13,,78,0.15,0.13,,29,78,152,,1914,78,29
1915,0.14,0.14,149,78,31,,,,,,,,,,,31,0.14,0.14,,78,0.14,0.14,,31,78,149,,1915,78,31
1916,0.14,0.14,139,78,33,,,,,,,,,,,33,0.14,0.14,,78,0.14,0.14,,33,78,139,,1916,78,33
1917,0.14,0.15,136,78,35,,,,,,,,,,,35,0.14,0.15,,78,0.14,0.15,,35,78,136,,1917,78,35
1918,0.13,0.15,133,78,37,,,,,,,,,,,37,0.13,0.15,,78,0.13,0.15,,37,78,133,,1918,78,37
1919,0.13,0.16,128,78,39,,,,,,,,,,,39,0.13,0.16,,78,0.13,0.16,,39,78,128,,1919,78,39
1920,0.13,0.16,125,78,41,,,,,,,,,,,41,0.13,0.16,,78,0.13,0.16,,41,78,125,,1920,78,41
1921,0.12,0.16,120,78,43,,,,,,,,,,,43,0.12,0.16,,78,0.12,0.16,,43,78,120,,1921,78,43
1922,0.12,0.17,116,78,45,,,,,,,,,,,45,0.12,0.17,,78,0.12,0.17,,45,78,116,,1922,78,45
1923,0.12,0.17,114,78,47,,,,,,,,,,,47,0.12,0.17,,78,0.12,0.17,,47,78,114,,1923,78,47
1924,0.12,0.18,109,78,49,,,,,,,,,,,49,0.12,0.18,,78,0.12,0.18,,49,78,109,,1924,78,49
1925,0.12,0.18,105,78,51,,,,,,,,,,,51,0.12,0.18,,78,0.12,0.18,,51,78,105,,1925,78,51
1926,0.11,0.18,102,78,53,,,,,,,,,,,53,0.11,0.18,,78,0.11,0.18,,53,78,102,,1926,78,53
1927,0.11,0.19,97,78,55,,,,,,,,,,,55,0.11,0.19,,78,0.11,0.19,,55,78,97,,1927,78,55
1928,0.11,0.19,96,78,57,,,,,,,,,,,57,0.11,0.19,,78,0.11,0.19,,57,78,96,,1928,78,57
1929,0.11,0.19,96,78,59,,,,,,,,,,,59,0.11,0.19,,78,0.11,0.19,,59,78,96,,1929,78,59
1930,0.11,0.2,95,78,61,,,,,,,,,,,61,0.11,0.2,,78,0.11,0.2,,61,78,95,,1930,78,61
1931,0.1,0.2,94,78,63,,,,,,,,,,,63,0.1,0.2,,78,0.1,0.2,,63,78,94,,1931,78,63
1932,0.1,0.2,93,78,65,,,,,,,,,,,65,0.1,0.2,,78,0.1,0.2,,65,78,93,,1932,78,65
1933,0.1,0.21,92,78,67,,,,,,,,,,,67,0.1,0.21,,78,0.1,0.21,,67,78,92,,1933,78,67
1934,0.1,0.21,91,78,69,,,,,,,,,,,69,0.1,0.21,,78,0.1,0.21,,69,78,91,,1934,78,69
1935,0.1,0.21,90,78,71,,,,,,,,,,,71,0.1,0.21,,78,0.1,0.21,,71,78,90,,1935,78,71
1936,0.1,0.21,90,78,73,,,,,,,,,,,73,0.1,0.21,,78,0.1,0.21,,73,78,90,,1936,78,73
1937,0.09,0.22,88,78,75,,,,,,,,,,,75,0.09,0.22,,78,0.09,0.22,,75,78,88,,1937,78,75
1938,0.09,0.22,87,78,77,,,,,,,,,,,77,0.09,0.22,,78,0.09,0.22,,77,78,87,,1938,78,77
1939,0.09,0.22,86,78,79,,,,,,,,,,,79,0.09,0.22,,78,0.09,0.22,,79,78,86,,1939,78,79
1940,0.09,0.22,84,78,81,,,,,,,,,,,81,0.09,0.22,,78,0.09,0.22,,81,78,84,,1940,78,81
1941,0.09,0.23,84,78,83,,,,,,,,,,,83,0.09,0.23,,78,0.09,0.23,,83,78,84,,1941,78,83
1942,0.09,0.23,83,78,85,,,,,,,,,,,85,0.09,0.23,,78,0.09,0.23,,85,78,83,,1942,78,85
1943,0.09,0.23,80,78,87,,,,,,,,,,,87,0.09,0.23,,78,0.09,0.23,,87,78,80,,1943,78,87
1944,0.09,0.23,78,78,89,,,,,,,,,,,89,0.09,0.23,,78,0.09,0.23,,89,78,78,,1944,78,89
1945,0.09,0.24,77,78,91,,,,,,,,,,,91,0.09,0.24,,78,0.09,0.24,,91,78,77,,1945,78,91
1946,0.09,0.24,75,78,93,,,,,,,,,,,93,0.09,0.24,,78,0.09,0.24,,93,78,75,,1946,78,93
1947,0.08,0.24,73,78,95,,,,,,,,,,,95,0.08,0.24,,78,0.08,0.24,,95,78,73,,1947,78,95
1948,0.08,0.24,72,78,97,,,,,,,,,,,97,0.08,0.24,,78,0.08,0.24,,97,78,72,,1948,78,97
1949,0.08,0.25,72,78,99,,,,,,,,,,,99,0.08,0.25,,78,0.08,0.25,,99,78,72,,1949,78,99
1950,0.31,0.01,648,80,1,,,,,,,,,,,1,0.31,0.01,,80,0.31,0.01,,1,80,648,,1950,80,1
1951,0.26,0.03,445,80,3,,,,,,,,,,,3,0.26,0.03,,80,0.26,0.03,,3,80,445,,1951,80,3
1952,0.24,0.04,352,80,5,,,,,,,,,,,5,0.24,0.04,,80,0.24,0.04,,5,80,352,,1952,80,5
1953,0.22,0.06,299,80,7,,,,,,,,,,,7,0.22,0.06,,80,0.22,0.06,,7,80,299,,1953,80,7
1954,0.21,0.07,264,80,9,,,,,,,,,,,9,0.21,0.07,,80,0.21,0.07,,9,80,264,,1954,80,9
1955,0.2,0.07,240,80,11,,,,,,,,,,,11,0.2,0.07,,80,0.2,0.07,,11,80,240,,1955,80,11
1956,0.19,0.08,226,80,13,,,,,,,,,,,13,0.19,0.08,,80,0.19,0.08,,13,80,226,,1956,80,13
1957,0.18,0.09,211,80,15,,,,,,,,,,,15,0.18,0.09,,80,0.18,0.09,,15,80,211,,1957,80,15
1958,0.17,0.1,196,80,17,,,,,,,,,,,17,0.17,0.1,,80,0.17,0.1,,17,80,196,,1958,80,17
1959,0.17,0.1,186,80,19,,,,,,,,,,,19,0.17,0.1,,80,0.17,0.1,,19,80,186,,1959,80,19
1960,0.16,0.11,178,80,21,,,,,,,,,,,21,0.16,0.11,,80,0.16,0.11,,21,80,178,,1960,80,21
1961,0.16,0.11,171,80,23,,,,,,,,,,,23,0.16,0.11,,80,0.16,0.11,,23,80,171,,1961,80,23
1962,0.15,0.12,161,80,25,,,,,,,,,,,25,0.15,0.12,,80,0.15,0.12,,25,80,161,,1962,80,25
1963,0.15,0.13,157,80,27,,,,,,,,,,,27,0.15,0.13,,80,0.15,0.13,,27,80,157,,1963,80,27
1964,0.15,0.13,149,80,29,,,,,,,,,,,29,0.15,0.13,,80,0.15,0.13,,29,80,149,,1964,80,29
1965,0.14,0.14,143,80,31,,,,,,,,,,,31,0.14,0.14,,80,0.14,0.14,,31,80,143,,1965,80,31
1966,0.14,0.14,136,80,33,,,,,,,,,,,33,0.14,0.14,,80,0.14,0.14,,33,80,136,,1966,80,33
1967,0.14,0.15,134,80,35,,,,,,,,,,,35,0.14,0.15,,80,0.14,0.15,,35,80,134,,1967,80,35
1968,0.13,0.15,129,80,37,,,,,,,,,,,37,0.13,0.15,,80,0.13,0.15,,37,80,129,,1968,80,37
1969,0.13,0.16,125,80,39,,,,,,,,,,,39,0.13,0.16,,80,0.13,0.16,,39,80,125,,1969,80,39
1970,0.13,0.16,120,80,41,,,,,,,,,,,41,0.13,0.16,,80,0.13,0.16,,41,80,120,,1970,80,41
1971,0.12,0.17,116,80,43,,,,,,,,,,,43,0.12,0.17,,80,0.12,0.17,,43,80,116,,1971,80,43
1972,0.12,0.17,111,80,45,,,,,,,,,,,45,0.12,0.17,,80,0.12,0.17,,45,80,111,,1972,80,45
1973,0.12,0.17,108,80,47,,,,,,,,,,,47,0.12,0.17,,80,0.12,0.17,,47,80,108,,1973,80,47
1974,0.12,0.18,103,80,49,,,,,,,,,,,49,0.12,0.18,,80,0.12,0.18,,49,80,103,,1974,80,49
1975,0.12,0.18,100,80,51,,,,,,,,,,,51,0.12,0.18,,80,0.12,0.18,,51,80,100,,1975,80,51
1976,0.11,0.19,98,80,53,,,,,,,,,,,53,0.11,0.19,,80,0.11,0.19,,53,80,98,,1976,80,53
1977,0.11,0.19,97,80,55,,,,,,,,,,,55,0.11,0.19,,80,0.11,0.19,,55,80,97,,1977,80,55
1978,0.11,0.19,97,80,57,,,,,,,,,,,57,0.11,0.19,,80,0.11,0.19,,57,80,97,,1978,80,57
1979,0.11,0.2,96,80,59,,,,,,,,,,,59,0.11,0.2,,80,0.11,0.2,,59,80,96,,1979,80,59
1980,0.11,0.2,93,80,61,,,,,,,,,,,61,0.11,0.2,,80,0.11,0.2,,61,80,93,,1980,80,61
1981,0.11,0.2,90,80,63,,,,,,,,,,,63,0.11,0.2,,80,0.11,0.2,,63,80,90,,1981,80,63
1982,0.1,0.21,88,80,65,,,,,,,,,,,65,0.1,0.21,,80,0.1,0.21,,65,80,88,,1982,80,65
1983,0.1,0.21,87,80,67,,,,,,,,,,,67,0.1,0.21,,80,0.1,0.21,,67,80,87,,1983,80,67
1984,0.1,0.21,86,80,69,,,,,,,,,,,69,0.1,0.21,,80,0.1,0.21,,69,80,86,,1984,80,69
1985,0.1,0.21,85,80,71,,,,,,,,,,,71,0.1,0.21,,80,0.1,0.21,,71,80,85,,1985,80,71
1986,0.1,0.22,84,80,73,,,,,,,,,,,73,0.1,0.22,,80,0.1,0.22,,73,80,84,,1986,80,73
1987,0.1,0.22,83,80,75,,,,,,,,,,,75,0.1,0.22,,80,0.1,0.22,,75,80,83,,1987,80,75
1988,0.09,0.22,83,80,77,,,,,,,,,,,77,0.09,0.22,,80,0.09,0.22,,77,80,83,,1988,80,77
1989,0.09,0.22,81,80,79,,,,,,,,,,,79,0.09,0.22,,80,0.09,0.22,,79,80,81,,1989,80,79
1990,0.09,0.23,81,80,81,,,,,,,,,,,81,0.09,0.23,,80,0.09,0.23,,81,80,81,,1990,80,81
1991,0.09,0.23,81,80,83,,,,,,,,,,,83,0.09,0.23,,80,0.09,0.23,,83,80,81,,1991,80,83
1992,0.09,0.23,81,80,85,,,,,,,,,,,85,0.09,0.23,,80,0.09,0.23,,85,80,81,,1992,80,85
1993,0.09,0.23,81,80,87,,,,,,,,,,,87,0.09,0.23,,80,0.09,0.23,,87,80,81,,1993,80,87
1994,0.09,0.24,79,80,89,,,,,,,,,,,89,0.09,0.24,,80,0.09,0.24,,89,80,79,,1994,80,89
1995,0.09,0.24,77,80,91,,,,,,,,,,,91,0.09,0.24,,80,0.09,0.24,,91,80,77,,1995,80,91
1996,0.09,0.24,75,80,93,,,,,,,,,,,93,0.09,0.24,,80,0.09,0.24,,93,80,75,,1996,80,93
1997,0.09,0.24,72,80,95,,,,,,,,,,,95,0.09,0.24,,80,0.09,0.24,,95,80,72,,1997,80,95
1998,0.08,0.25,70,80,97,,,,,,,,,,,97,0.08,0.25,,80,0.08,0.25,,97,80,70,,1998,80,97
1999,0.08,0.25,69,80,99,,,,,,,,,,,99,0.08,0.25,,80,0.08,0.25,,99,80,69,,1999,80,99
2000,0.32,0.01,637,82,1,,,,,,,,,,,1,0.32,0.01,,82,0.32,0.01,,1,82,637,,2000,82,1
2001,0.27,0.03,426,82,3,,,,,,,,,,,3,0.27,0.03,,82,0.27,0.03,,3,82,426,,2001,82,3
2002,0.25,0.05,328,82,5,,,,,,,,,,,5,0.25,0.05,,82,0.25,0.05,,5,82,328,,2002,82,5
2003,0.23,0.06,281,82,7,,,,,,,,,,,7,0.23,0.06,,82,0.23,0.06,,7,82,281,,2003,82,7
2004,0.21,0.07,255,82,9,,,,,,,,,,,9,0.21,0.07,,82,0.21,0.07,,9,82,255,,2004,82,9
2005,0.2,0.08,230,82,11,,,,,,,,,,,11,0.2,0.08,,82,0.2,0.08,,11,82,230,,2005,82,11
2006,0.19,0.08,208,82,13,,,,,,,,,,,13,0.19,0.08,,82,0.19,0.08,,13,82,208,,2006,82,13
2007,0.18,0.09,194,82,15,,,,,,,,,,,15,0.18,0.09,,82,0.18,0.09,,15,82,194,,2007,82,15
2008,0.18,0.1,179,82,17,,,,,,,,,,,17,0.18,0.1,,82,0.18,0.1,,17,82,179,,2008,82,17
2009,0.17,0.11,168,82,19,,,,,,,,,,,19,0.17,0.11,,82,0.17,0.11,,19,82,168,,2009,82,19
2010,0.17,0.11,161,82,21,,,,,,,,,,,21,0.17,0.11,,82,0.17,0.11,,21,82,161,,2010,82,21
2011,0.16,0.12,150,82,23,,,,,,,,,,,23,0.16,0.12,,82,0.16,0.12,,23,82,150,,2011,82,23
2012,0.16,0.12,146,82,25,,,,,,,,,,,25,0.16,0.12,,82,0.16,0.12,,25,82,146,,2012,82,25
2013,0.15,0.13,140,82,27,,,,,,,,,,,27,0.15,0.13,,82,0.15,0.13,,27,82,140,,2013,82,27
2014,0.15,0.13,136,82,29,,,,,,,,,,,29,0.15,0.13,,82,0.15,0.13,,29,82,136,,2014,82,29
2015,0.14,0.14,132,82,31,,,,,,,,,,,31,0.14,0.14,,82,0.14,0.14,,31,82,132,,2015,82,31
2016,0.14,0.14,126,82,33,,,,,,,,,,,33,0.14,0.14,,82,0.14,0.14,,33,82,126,,2016,82,33
2017,0.14,0.15,122,82,35,,,,,,,,,,,35,0.14,0.15,,82,0.14,0.15,,35,82,122,,2017,82,35
2018,0.13,0.15,120,82,37,,,,,,,,,,,37,0.13,0.15,,82,0.13,0.15,,37,82,120,,2018,82,37
2019,0.13,0.16,115,82,39,,,,,,,,,,,39,0.13,0.16,,82,0.13,0.16,,39,82,115,,2019,82,39
2020,0.13,0.16,109,82,41,,,,,,,,,,,41,0.13,0.16,,82,0.13,0.16,,41,82,109,,2020,82,41
2021,0.13,0.17,107,82,43,,,,,,,,,,,43,0.13,0.17,,82,0.13,0.17,,43,82,107,,2021,82,43
2022,0.12,0.17,99,82,45,,,,,,,,,,,45,0.12,0.17,,82,0.12,0.17,,45,82,99,,2022,82,45
2023,0.12,0.18,99,82,47,,,,,,,,,,,47,0.12,0.18,,82,0.12,0.18,,47,82,99,,2023,82,47
2024,0.12,0.18,96,82,49,,,,,,,,,,,49,0.12,0.18,,82,0.12,0.18,,49,82,96,,2024,82,49
2025,0.12,0.18,93,82,51,,,,,,,,,,,51,0.12,0.18,,82,0.12,0.18,,51,82,93,,2025,82,51
2026,0.12,0.19,91,82,53,,,,,,,,,,,53,0.12,0.19,,82,0.12,0.19,,53,82,91,,2026,82,53
2027,0.11,0.19,91,82,55,,,,,,,,,,,55,0.11,0.19,,82,0.11,0.19,,55,82,91,,2027,82,55
2028,0.11,0.2,89,82,57,,,,,,,,,,,57,0.11,0.2,,82,0.11,0.2,,57,82,89,,2028,82,57
2029,0.11,0.2,89,82,59,,,,,,,,,,,59,0.11,0.2,,82,0.11,0.2,,59,82,89,,2029,82,59
2030,0.11,0.2,85,82,61,,,,,,,,,,,61,0.11,0.2,,82,0.11,0.2,,61,82,85,,2030,82,61
2031,0.11,0.21,82,82,63,,,,,,,,,,,63,0.11,0.21,,82,0.11,0.21,,63,82,82,,2031,82,63
2032,0.1,0.21,80,82,65,,,,,,,,,,,65,0.1,0.21,,82,0.1,0.21,,65,82,80,,2032,82,65
2033,0.1,0.21,80,82,67,,,,,,,,,,,67,0.1,0.21,,82,0.1,0.21,,67,82,80,,2033,82,67
2034,0.1,0.21,79,82,69,,,,,,,,,,,69,0.1,0.21,,82,0.1,0.21,,69,82,79,,2034,82,69
2035,0.1,0.22,77,82,71,,,,,,,,,,,71,0.1,0.22,,82,0.1,0.22,,71,82,77,,2035,82,71
2036,0.1,0.22,76,82,73,,,,,,,,,,,73,0.1,0.22,,82,0.1,0.22,,73,82,76,,2036,82,73
2037,0.1,0.22,75,82,75,,,,,,,,,,,75,0.1,0.22,,82,0.1,0.22,,75,82,75,,2037,82,75
2038,0.1,0.23,72,82,77,,,,,,,,,,,77,0.1,0.23,,82,0.1,0.23,,77,82,72,,2038,82,77
2039,0.09,0.23,70,82,79,,,,,,,,,,,79,0.09,0.23,,82,0.09,0.23,,79,82,70,,2039,82,79
2040,0.09,0.23,68,82,81,,,,,,,,,,,81,0.09,0.23,,82,0.09,0.23,,81,82,68,,2040,82,81
2041,0.09,0.23,66,82,83,,,,,,,,,,,83,0.09,0.23,,82,0.09,0.23,,83,82,66,,2041,82,83
2042,0.09,0.23,66,82,85,,,,,,,,,,,85,0.09,0.23,,82,0.09,0.23,,85,82,66,,2042,82,85
2043,0.09,0.24,66,82,87,,,,,,,,,,,87,0.09,0.24,,82,0.09,0.24,,87,82,66,,2043,82,87
2044,0.09,0.24,65,82,89,,,,,,,,,,,89,0.09,0.24,,82,0.09,0.24,,89,82,65,,2044,82,89
2045,0.09,0.24,63,82,91,,,,,,,,,,,91,0.09,0.24,,82,0.09,0.24,,91,82,63,,2045,82,91
2046,0.09,0.24,63,82,93,,,,,,,,,,,93,0.09,0.24,,82,0.09,0.24,,93,82,63,,2046,82,93
2047,0.09,0.25,61,82,95,,,,,,,,,,,95,0.09,0.25,,82,0.09,0.25,,95,82,61,,2047,82,95
2048,0.09,0.25,60,82,97,,,,,,,,,,,97,0.09,0.25,,82,0.09,0.25,,97,82,60,,2048,82,97
2049,0.08,0.25,59,82,99,,,,,,,,,,,99,0.08,0.25,,82,0.08,0.25,,99,82,59,,2049,82,99
2050,0.32,0.01,640,84,1,,,,,,,,,,,1,0.32,0.01,,84,0.32,0.01,,1,84,640,,2050,84,1
2051,0.28,0.03,416,84,3,,,,,,,,,,,3,0.28,0.03,,84,0.28,0.03,,3,84,416,,2051,84,3
2052,0.25,0.05,321,84,5,,,,,,,,,,,5,0.25,0.05,,84,0.25,0.05,,5,84,321,,2052,84,5
2053,0.23,0.06,283,84,7,,,,,,,,,,,7,0.23,0.06,,84,0.23,0.06,,7,84,283,,2053,84,7
2054,0.22,0.07,247,84,9,,,,,,,,,,,9,0.22,0.07,,84,0.22,0.07,,9,84,247,,2054,84,9
2055,0.2,0.08,218,84,11,,,,,,,,,,,11,0.2,0.08,,84,0.2,0.08,,11,84,218,,2055,84,11
